card_id,card_name,expansion,collection_no,table_page,image_page,width,height,format,image_path,id_only_path
457,Team Rocket's Golbat,DRI,121,14,496,660,920,jpg,named/0457_Team_Rocket's_Golbat_DRI_121.jpg,by_id/457.jpg
458,Team Rocket's Crobat ex,DRI,122,14,497,660,920,jpg,named/0458_Team_Rocket's_Crobat_ex_DRI_122.jpg,by_id/458.jpg
459,Team Rocket's Grimer,DRI,123,14,498,660,920,jpg,named/0459_Team_Rocket's_Grimer_DRI_123.jpg,by_id/459.jpg
460,Team Rocket's Muk,DRI,124,14,499,660,920,jpg,named/0460_Team_Rocket's_Muk_DRI_124.jpg,by_id/460.jpg
461,Team Rocket's Koffing,DRI,125,14,500,660,920,jpg,named/0461_Team_Rocket's_Koffing_DRI_125.jpg,by_id/461.jpg
462,Team Rocket's Weezing,DRI,126,14,501,660,920,jpg,named/0462_Team_Rocket's_Weezing_DRI_126.jpg,by_id/462.jpg
463,Team Rocket's Murkrow,DRI,127,15,502,660,920,jpg,named/0463_Team_Rocket's_Murkrow_DRI_127.jpg,by_id/463.jpg
464,Team Rocket's Sneasel,DRI,128,15,503,660,920,jpg,named/0464_Team_Rocket's_Sneasel_DRI_128.jpg,by_id/464.jpg
465,Forretress,DRI,140,15,504,660,920,jpg,named/0465_Forretress_DRI_140.jpg,by_id/465.jpg
466,Skarmory,DRI,141,15,505,660,920,jpg,named/0466_Skarmory_DRI_141.jpg,by_id/466.jpg
467,Zamazenta,DRI,146,15,506,660,920,jpg,named/0467_Zamazenta_DRI_146.jpg,by_id/467.jpg
468,Team Rocket's Rattata,DRI,147,15,507,660,920,jpg,named/0468_Team_Rocket's_Rattata_DRI_147.jpg,by_id/468.jpg
469,Team Rocket's Raticate,DRI,148,15,508,660,920,jpg,named/0469_Team_Rocket's_Raticate_DRI_148.jpg,by_id/469.jpg
470,Team Rocket's Meowth,DRI,149,15,509,660,920,jpg,named/0470_Team_Rocket's_Meowth_DRI_149.jpg,by_id/470.jpg
471,Team Rocket's Persian ex,DRI,150,15,510,660,920,jpg,named/0471_Team_Rocket's_Persian_ex_DRI_150.jpg,by_id/471.jpg
472,Kangaskhan,DRI,151,15,511,660,920,jpg,named/0472_Kangaskhan_DRI_151.jpg,by_id/472.jpg
473,Team Rocket's Porygon,DRI,153,15,512,660,920,jpg,named/0473_Team_Rocket's_Porygon_DRI_153.jpg,by_id/473.jpg
474,Team Rocket's Porygon2,DRI,154,15,513,660,920,jpg,named/0474_Team_Rocket's_Porygon2_DRI_154.jpg,by_id/474.jpg
475,Team Rocket's Porygon-Z,DRI,155,15,514,660,920,jpg,named/0475_Team_Rocket's_Porygon-Z_DRI_155.jpg,by_id/475.jpg
476,Taillow,DRI,156,15,515,660,920,jpg,named/0476_Taillow_DRI_156.jpg,by_id/476.jpg
477,Swellow,DRI,157,15,516,660,920,jpg,named/0477_Swellow_DRI_157.jpg,by_id/477.jpg
478,Squawkabilly,DRI,160,15,517,660,920,jpg,named/0478_Squawkabilly_DRI_160.jpg,by_id/478.jpg
479,Snivy,BLK,1,15,518,660,920,jpg,named/0479_Snivy_BLK_1.jpg,by_id/479.jpg
480,Servine,BLK,2,15,519,660,920,jpg,named/0480_Servine_BLK_2.jpg,by_id/480.jpg
481,Serperior ex,BLK,3,15,520,660,920,jpg,named/0481_Serperior_ex_BLK_3.jpg,by_id/481.jpg
482,Pansage,BLK,4,15,521,660,920,jpg,named/0482_Pansage_BLK_4.jpg,by_id/482.jpg
483,Simisage,BLK,5,15,522,660,920,jpg,named/0483_Simisage_BLK_5.jpg,by_id/483.jpg
484,Petilil,BLK,6,15,523,660,920,jpg,named/0484_Petilil_BLK_6.jpg,by_id/484.jpg
485,Lilligant,BLK,7,15,524,660,920,jpg,named/0485_Lilligant_BLK_7.jpg,by_id/485.jpg
486,Maractus,BLK,8,15,525,660,920,jpg,named/0486_Maractus_BLK_8.jpg,by_id/486.jpg
487,Karrablast,BLK,9,15,526,660,920,jpg,named/0487_Karrablast_BLK_9.jpg,by_id/487.jpg
488,Foongus,BLK,10,15,527,660,920,jpg,named/0488_Foongus_BLK_10.jpg,by_id/488.jpg
489,Amoonguss,BLK,11,15,528,660,920,jpg,named/0489_Amoonguss_BLK_11.jpg,by_id/489.jpg
490,Victini,BLK,12,15,529,660,920,jpg,named/0490_Victini_BLK_12.jpg,by_id/490.jpg
491,Darumaka,BLK,13,15,530,660,920,jpg,named/0491_Darumaka_BLK_13.jpg,by_id/491.jpg
492,Darmanitan,BLK,14,15,531,660,920,jpg,named/0492_Darmanitan_BLK_14.jpg,by_id/492.jpg
493,Litwick,WHT,16,15,532,660,920,jpg,named/0493_Litwick_WHT_16.jpg,by_id/493.jpg
494,Lampent,WHT,17,15,533,660,920,jpg,named/0494_Lampent_WHT_17.jpg,by_id/494.jpg
495,Chandelure,WHT,18,15,534,660,920,jpg,named/0495_Chandelure_WHT_18.jpg,by_id/495.jpg
496,Larvesta,BLK,15,16,535,660,920,jpg,named/0496_Larvesta_BLK_15.jpg,by_id/496.jpg
497,Volcarona,BLK,16,16,536,660,920,jpg,named/0497_Volcarona_BLK_16.jpg,by_id/497.jpg
498,Panpour,BLK,17,16,537,660,920,jpg,named/0498_Panpour_BLK_17.jpg,by_id/498.jpg
499,Simipour,BLK,18,16,538,660,920,jpg,named/0499_Simipour_BLK_18.jpg,by_id/499.jpg
500,Tympole,BLK,19,16,539,660,920,jpg,named/0500_Tympole_BLK_19.jpg,by_id/500.jpg
501,Palpitoad,BLK,20,16,540,660,920,jpg,named/0501_Palpitoad_BLK_20.jpg,by_id/501.jpg
502,Seismitoad,BLK,21,16,541,660,920,jpg,named/0502_Seismitoad_BLK_21.jpg,by_id/502.jpg
503,Tirtouga,BLK,22,16,542,660,920,jpg,named/0503_Tirtouga_BLK_22.jpg,by_id/503.jpg
504,Carracosta,BLK,23,16,543,660,920,jpg,named/0504_Carracosta_BLK_23.jpg,by_id/504.jpg
505,Alomomola,BLK,24,16,544,660,920,jpg,named/0505_Alomomola_BLK_24.jpg,by_id/505.jpg
506,Cubchoo,BLK,25,16,545,660,920,jpg,named/0506_Cubchoo_BLK_25.jpg,by_id/506.jpg
507,Beartic,BLK,26,16,546,660,920,jpg,named/0507_Beartic_BLK_26.jpg,by_id/507.jpg
508,Cryogonal,BLK,27,16,547,660,920,jpg,named/0508_Cryogonal_BLK_27.jpg,by_id/508.jpg
509,Kyurem ex,BLK,28,16,548,660,920,jpg,named/0509_Kyurem_ex_BLK_28.jpg,by_id/509.jpg
510,Emolga,BLK,29,16,549,660,920,jpg,named/0510_Emolga_BLK_29.jpg,by_id/510.jpg
511,Tynamo,BLK,30,16,550,660,920,jpg,named/0511_Tynamo_BLK_30.jpg,by_id/511.jpg
512,Eelektrik,BLK,31,16,551,660,920,jpg,named/0512_Eelektrik_BLK_31.jpg,by_id/512.jpg
513,Eelektross,BLK,32,16,552,660,920,jpg,named/0513_Eelektross_BLK_32.jpg,by_id/513.jpg
514,Thundurus,BLK,33,16,553,660,920,jpg,named/0514_Thundurus_BLK_33.jpg,by_id/514.jpg
515,Zekrom ex,BLK,34,16,554,660,920,jpg,named/0515_Zekrom_ex_BLK_34.jpg,by_id/515.jpg
516,Munna,BLK,35,16,555,660,920,jpg,named/0516_Munna_BLK_35.jpg,by_id/516.jpg
517,Musharna,BLK,36,16,556,660,920,jpg,named/0517_Musharna_BLK_36.jpg,by_id/517.jpg
518,Solosis,BLK,37,16,557,660,920,jpg,named/0518_Solosis_BLK_37.jpg,by_id/518.jpg
519,Duosion,BLK,38,16,558,660,920,jpg,named/0519_Duosion_BLK_38.jpg,by_id/519.jpg
520,Reuniclus,BLK,39,16,559,660,920,jpg,named/0520_Reuniclus_BLK_39.jpg,by_id/520.jpg
521,Elgyem,BLK,40,16,560,660,920,jpg,named/0521_Elgyem_BLK_40.jpg,by_id/521.jpg
522,Beheeyem,BLK,41,16,561,660,920,jpg,named/0522_Beheeyem_BLK_41.jpg,by_id/522.jpg
523,Golett,BLK,42,16,562,660,920,jpg,named/0523_Golett_BLK_42.jpg,by_id/523.jpg
524,Golurk,BLK,43,16,563,660,920,jpg,named/0524_Golurk_BLK_43.jpg,by_id/524.jpg
525,Meloetta ex,BLK,44,16,564,660,920,jpg,named/0525_Meloetta_ex_BLK_44.jpg,by_id/525.jpg
526,Drilbur,BLK,45,16,565,660,920,jpg,named/0526_Drilbur_BLK_45.jpg,by_id/526.jpg
527,Excadrill ex,BLK,46,16,566,660,920,jpg,named/0527_Excadrill_ex_BLK_46.jpg,by_id/527.jpg
528,Timburr,BLK,47,16,567,660,920,jpg,named/0528_Timburr_BLK_47.jpg,by_id/528.jpg
529,Gurdurr,BLK,48,17,568,660,920,jpg,named/0529_Gurdurr_BLK_48.jpg,by_id/529.jpg
530,Conkeldurr,BLK,49,17,569,660,920,jpg,named/0530_Conkeldurr_BLK_49.jpg,by_id/530.jpg
531,Throh,BLK,50,17,570,660,920,jpg,named/0531_Throh_BLK_50.jpg,by_id/531.jpg
532,Dwebble,BLK,51,17,571,660,920,jpg,named/0532_Dwebble_BLK_51.jpg,by_id/532.jpg
533,Crustle,BLK,52,17,572,660,920,jpg,named/0533_Crustle_BLK_52.jpg,by_id/533.jpg
534,Landorus,BLK,53,17,573,660,920,jpg,named/0534_Landorus_BLK_53.jpg,by_id/534.jpg
535,Venipede,BLK,54,17,574,660,920,jpg,named/0535_Venipede_BLK_54.jpg,by_id/535.jpg
536,Whirlipede,BLK,55,17,575,660,920,jpg,named/0536_Whirlipede_BLK_55.jpg,by_id/536.jpg
537,Scolipede,BLK,56,17,576,660,920,jpg,named/0537_Scolipede_BLK_56.jpg,by_id/537.jpg
538,Sandile,BLK,57,17,577,660,920,jpg,named/0538_Sandile_BLK_57.jpg,by_id/538.jpg
539,Krokorok,BLK,58,17,578,660,920,jpg,named/0539_Krokorok_BLK_58.jpg,by_id/539.jpg
540,Krookodile,BLK,59,17,579,660,920,jpg,named/0540_Krookodile_BLK_59.jpg,by_id/540.jpg
541,Vullaby,WHT,63,17,580,660,920,jpg,named/0541_Vullaby_WHT_63.jpg,by_id/541.jpg
542,Mandibuzz,WHT,64,17,581,660,920,jpg,named/0542_Mandibuzz_WHT_64.jpg,by_id/542.jpg
543,Escavalier,BLK,60,17,582,660,920,jpg,named/0543_Escavalier_BLK_60.jpg,by_id/543.jpg
544,Pawniard,BLK,64,17,583,660,920,jpg,named/0544_Pawniard_BLK_64.jpg,by_id/544.jpg
545,Bisharp,BLK,65,17,584,660,920,jpg,named/0545_Bisharp_BLK_65.jpg,by_id/545.jpg
546,Cobalion,BLK,66,17,585,660,920,jpg,named/0546_Cobalion_BLK_66.jpg,by_id/546.jpg
547,Genesect ex,BLK,67,17,586,660,920,jpg,named/0547_Genesect_ex_BLK_67.jpg,by_id/547.jpg
548,Axew,BLK,68,17,587,660,920,jpg,named/0548_Axew_BLK_68.jpg,by_id/548.jpg
549,Fraxure,BLK,69,17,588,660,920,jpg,named/0549_Fraxure_BLK_69.jpg,by_id/549.jpg
550,Haxorus,BLK,70,17,589,660,920,jpg,named/0550_Haxorus_BLK_70.jpg,by_id/550.jpg
551,Pidove,BLK,71,17,590,660,920,jpg,named/0551_Pidove_BLK_71.jpg,by_id/551.jpg
552,Tranquill,BLK,72,17,591,660,920,jpg,named/0552_Tranquill_BLK_72.jpg,by_id/552.jpg
553,Unfezant,BLK,73,17,592,660,920,jpg,named/0553_Unfezant_BLK_73.jpg,by_id/553.jpg
554,Audino,BLK,74,17,593,660,920,jpg,named/0554_Audino_BLK_74.jpg,by_id/554.jpg
555,Minccino,BLK,75,17,594,660,920,jpg,named/0555_Minccino_BLK_75.jpg,by_id/555.jpg
556,Cinccino,BLK,76,17,595,660,920,jpg,named/0556_Cinccino_BLK_76.jpg,by_id/556.jpg
557,Sewaddle,WHT,1,17,596,660,920,jpg,named/0557_Sewaddle_WHT_1.jpg,by_id/557.jpg
558,Swadloon,WHT,2,17,597,660,920,jpg,named/0558_Swadloon_WHT_2.jpg,by_id/558.jpg
559,Leavanny,WHT,3,17,598,660,920,jpg,named/0559_Leavanny_WHT_3.jpg,by_id/559.jpg
560,Cottonee,WHT,4,17,599,660,920,jpg,named/0560_Cottonee_WHT_4.jpg,by_id/560.jpg
561,Whimsicott ex,WHT,5,17,600,660,920,jpg,named/0561_Whimsicott_ex_WHT_5.jpg,by_id/561.jpg
562,Deerling,WHT,6,18,601,660,920,jpg,named/0562_Deerling_WHT_6.jpg,by_id/562.jpg
563,Sawsbuck,WHT,7,18,602,660,920,jpg,named/0563_Sawsbuck_WHT_7.jpg,by_id/563.jpg
564,Shelmet,WHT,8,18,603,660,920,jpg,named/0564_Shelmet_WHT_8.jpg,by_id/564.jpg
565,Accelgor,WHT,9,18,604,660,920,jpg,named/0565_Accelgor_WHT_9.jpg,by_id/565.jpg
566,Virizion,WHT,10,18,605,660,920,jpg,named/0566_Virizion_WHT_10.jpg,by_id/566.jpg
567,Tepig,WHT,11,18,606,660,920,jpg,named/0567_Tepig_WHT_11.jpg,by_id/567.jpg
568,Pignite,WHT,12,18,607,660,920,jpg,named/0568_Pignite_WHT_12.jpg,by_id/568.jpg
569,Emboar,WHT,13,18,608,660,920,jpg,named/0569_Emboar_WHT_13.jpg,by_id/569.jpg
570,Pansear,WHT,14,18,609,660,920,jpg,named/0570_Pansear_WHT_14.jpg,by_id/570.jpg
571,Simisear,WHT,15,18,610,660,920,jpg,named/0571_Simisear_WHT_15.jpg,by_id/571.jpg
572,Heatmor,WHT,19,18,611,660,920,jpg,named/0572_Heatmor_WHT_19.jpg,by_id/572.jpg
573,Reshiram ex,WHT,20,18,612,660,920,jpg,named/0573_Reshiram_ex_WHT_20.jpg,by_id/573.jpg
574,Oshawott,WHT,21,18,613,660,920,jpg,named/0574_Oshawott_WHT_21.jpg,by_id/574.jpg
575,Dewott,WHT,22,18,614,660,920,jpg,named/0575_Dewott_WHT_22.jpg,by_id/575.jpg
576,Samurott,WHT,23,18,615,660,920,jpg,named/0576_Samurott_WHT_23.jpg,by_id/576.jpg
577,Basculin,WHT,24,18,616,660,920,jpg,named/0577_Basculin_WHT_24.jpg,by_id/577.jpg
578,Ducklett,WHT,25,18,617,660,920,jpg,named/0578_Ducklett_WHT_25.jpg,by_id/578.jpg
579,Swanna,WHT,26,18,618,660,920,jpg,named/0579_Swanna_WHT_26.jpg,by_id/579.jpg
580,Vanillite,WHT,27,18,619,660,920,jpg,named/0580_Vanillite_WHT_27.jpg,by_id/580.jpg
581,Vanillish,WHT,28,18,620,660,920,jpg,named/0581_Vanillish_WHT_28.jpg,by_id/581.jpg
582,Vanilluxe,WHT,29,18,621,660,920,jpg,named/0582_Vanilluxe_WHT_29.jpg,by_id/582.jpg
583,Keldeo ex,WHT,30,18,622,660,920,jpg,named/0583_Keldeo_ex_WHT_30.jpg,by_id/583.jpg
584,Blitzle,WHT,31,18,623,660,920,jpg,named/0584_Blitzle_WHT_31.jpg,by_id/584.jpg
585,Zebstrika,WHT,32,18,624,660,920,jpg,named/0585_Zebstrika_WHT_32.jpg,by_id/585.jpg
586,Joltik,WHT,33,18,625,660,920,jpg,named/0586_Joltik_WHT_33.jpg,by_id/586.jpg
587,Galvantula,WHT,34,18,626,660,920,jpg,named/0587_Galvantula_WHT_34.jpg,by_id/587.jpg
588,Stunfisk,WHT,35,18,627,660,920,jpg,named/0588_Stunfisk_WHT_35.jpg,by_id/588.jpg
589,Woobat,WHT,36,18,628,660,920,jpg,named/0589_Woobat_WHT_36.jpg,by_id/589.jpg
590,Swoobat,WHT,37,18,629,660,920,jpg,named/0590_Swoobat_WHT_37.jpg,by_id/590.jpg
591,Sigilyph,WHT,38,18,630,660,920,jpg,named/0591_Sigilyph_WHT_38.jpg,by_id/591.jpg
592,Yamask,WHT,39,18,631,660,920,jpg,named/0592_Yamask_WHT_39.jpg,by_id/592.jpg
593,Cofagrigus,WHT,40,18,632,660,920,jpg,named/0593_Cofagrigus_WHT_40.jpg,by_id/593.jpg
594,Gothita,WHT,41,18,633,660,920,jpg,named/0594_Gothita_WHT_41.jpg,by_id/594.jpg
595,Gothorita,WHT,42,19,634,660,920,jpg,named/0595_Gothorita_WHT_42.jpg,by_id/595.jpg
596,Gothitelle,WHT,43,19,635,660,920,jpg,named/0596_Gothitelle_WHT_43.jpg,by_id/596.jpg
597,Frillish,WHT,44,19,636,660,920,jpg,named/0597_Frillish_WHT_44.jpg,by_id/597.jpg
598,Jellicent ex,WHT,45,19,637,660,920,jpg,named/0598_Jellicent_ex_WHT_45.jpg,by_id/598.jpg
599,Roggenrola,WHT,46,19,638,660,920,jpg,named/0599_Roggenrola_WHT_46.jpg,by_id/599.jpg
600,Boldore,WHT,47,19,639,660,920,jpg,named/0600_Boldore_WHT_47.jpg,by_id/600.jpg
601,Gigalith,WHT,48,19,640,660,920,jpg,named/0601_Gigalith_WHT_48.jpg,by_id/601.jpg
602,Sawk,WHT,49,19,641,660,920,jpg,named/0602_Sawk_WHT_49.jpg,by_id/602.jpg
603,Archen,WHT,50,19,642,660,920,jpg,named/0603_Archen_WHT_50.jpg,by_id/603.jpg
604,Archeops,WHT,51,19,643,660,920,jpg,named/0604_Archeops_WHT_51.jpg,by_id/604.jpg
605,Mienfoo,WHT,52,19,644,660,920,jpg,named/0605_Mienfoo_WHT_52.jpg,by_id/605.jpg
606,Mienshao,WHT,53,19,645,660,920,jpg,named/0606_Mienshao_WHT_53.jpg,by_id/606.jpg
607,Terrakion,WHT,54,19,646,660,920,jpg,named/0607_Terrakion_WHT_54.jpg,by_id/607.jpg
608,Purrloin,WHT,55,19,647,660,920,jpg,named/0608_Purrloin_WHT_55.jpg,by_id/608.jpg
609,Liepard,WHT,56,19,648,660,920,jpg,named/0609_Liepard_WHT_56.jpg,by_id/609.jpg
610,Scraggy,WHT,57,19,649,660,920,jpg,named/0610_Scraggy_WHT_57.jpg,by_id/610.jpg
611,Scrafty,WHT,58,19,650,660,920,jpg,named/0611_Scrafty_WHT_58.jpg,by_id/611.jpg
612,Trubbish,WHT,59,19,651,660,920,jpg,named/0612_Trubbish_WHT_59.jpg,by_id/612.jpg
613,Garbodor,WHT,60,19,652,660,920,jpg,named/0613_Garbodor_WHT_60.jpg,by_id/613.jpg
614,Zorua,WHT,61,19,653,660,920,jpg,named/0614_Zorua_WHT_61.jpg,by_id/614.jpg
615,Zoroark,WHT,62,19,654,660,920,jpg,named/0615_Zoroark_WHT_62.jpg,by_id/615.jpg
616,Deino,WHT,65,19,655,660,920,jpg,named/0616_Deino_WHT_65.jpg,by_id/616.jpg
617,Zweilous,WHT,66,19,656,660,920,jpg,named/0617_Zweilous_WHT_66.jpg,by_id/617.jpg
618,Hydreigon ex,WHT,67,19,657,660,920,jpg,named/0618_Hydreigon_ex_WHT_67.jpg,by_id/618.jpg
619,Ferroseed,WHT,68,19,658,660,920,jpg,named/0619_Ferroseed_WHT_68.jpg,by_id/619.jpg
620,Ferrothorn,WHT,69,19,659,660,920,jpg,named/0620_Ferrothorn_WHT_69.jpg,by_id/620.jpg
621,Klink,BLK,61,19,660,660,920,jpg,named/0621_Klink_BLK_61.jpg,by_id/621.jpg
622,Klang,BLK,62,19,661,660,920,jpg,named/0622_Klang_BLK_62.jpg,by_id/622.jpg
623,Klinklang,BLK,63,19,662,660,920,jpg,named/0623_Klinklang_BLK_63.jpg,by_id/623.jpg
624,Durant,WHT,70,19,663,660,920,jpg,named/0624_Durant_WHT_70.jpg,by_id/624.jpg
625,Druddigon,WHT,71,19,664,660,920,jpg,named/0625_Druddigon_WHT_71.jpg,by_id/625.jpg
626,Patrat,WHT,72,19,665,660,920,jpg,named/0626_Patrat_WHT_72.jpg,by_id/626.jpg
627,Watchog,WHT,73,19,666,660,920,jpg,named/0627_Watchog_WHT_73.jpg,by_id/627.jpg
628,Lillipup,WHT,74,20,667,660,920,jpg,named/0628_Lillipup_WHT_74.jpg,by_id/628.jpg
629,Herdier,WHT,75,20,668,660,920,jpg,named/0629_Herdier_WHT_75.jpg,by_id/629.jpg
630,Stoutland,WHT,76,20,669,660,920,jpg,named/0630_Stoutland_WHT_76.jpg,by_id/630.jpg
631,Bouffalant ex,WHT,77,20,670,660,920,jpg,named/0631_Bouffalant_ex_WHT_77.jpg,by_id/631.jpg
632,Rufflet,BLK,77,20,671,660,920,jpg,named/0632_Rufflet_BLK_77.jpg,by_id/632.jpg
633,Braviary,BLK,78,20,672,660,920,jpg,named/0633_Braviary_BLK_78.jpg,by_id/633.jpg
634,Tornadus,WHT,78,20,673,660,920,jpg,named/0634_Tornadus_WHT_78.jpg,by_id/634.jpg
635,Steven's Baltoy,DRI,83,20,674,660,920,jpg,named/0635_Steven's_Baltoy_DRI_83.jpg,by_id/635.jpg
636,Steven's Claydol,DRI,84,20,675,660,920,jpg,named/0636_Steven's_Claydol_DRI_84.jpg,by_id/636.jpg
637,Steven's Carbink,DRI,86,20,676,660,920,jpg,named/0637_Steven's_Carbink_DRI_86.jpg,by_id/637.jpg
638,Steven's Skarmory,DRI,142,20,677,660,920,jpg,named/0638_Steven's_Skarmory_DRI_142.jpg,by_id/638.jpg
639,Steven's Beldum,DRI,143,20,678,660,920,jpg,named/0639_Steven's_Beldum_DRI_143.jpg,by_id/639.jpg
640,Steven's Metang,DRI,144,20,679,660,920,jpg,named/0640_Steven's_Metang_DRI_144.jpg,by_id/640.jpg
641,Steven's Metagross ex,DRI,145,20,680,660,920,jpg,named/0641_Steven's_Metagross_ex_DRI_145.jpg,by_id/641.jpg
642,Marnie's Purrloin,DRI,130,20,681,660,920,jpg,named/0642_Marnie's_Purrloin_DRI_130.jpg,by_id/642.jpg
643,Marnie's Liepard,DRI,131,20,682,660,920,jpg,named/0643_Marnie's_Liepard_DRI_131.jpg,by_id/643.jpg
644,Marnie's Scraggy,DRI,132,20,683,660,920,jpg,named/0644_Marnie's_Scraggy_DRI_132.jpg,by_id/644.jpg
645,Marnie's Scrafty,DRI,133,20,684,660,920,jpg,named/0645_Marnie's_Scrafty_DRI_133.jpg,by_id/645.jpg
646,Marnie's Impidimp,DRI,134,20,685,660,920,jpg,named/0646_Marnie's_Impidimp_DRI_134.jpg,by_id/646.jpg
647,Marnie's Morgrem,DRI,135,20,686,660,920,jpg,named/0647_Marnie's_Morgrem_DRI_135.jpg,by_id/647.jpg
648,Marnie's Grimmsnarl ex,DRI,136,20,687,660,920,jpg,named/0648_Marnie's_Grimmsnarl_ex_DRI_136.jpg,by_id/648.jpg
649,Marnie's Morpeko,DRI,137,20,688,660,920,jpg,named/0649_Marnie's_Morpeko_DRI_137.jpg,by_id/649.jpg
650,Bulbasaur,MEG,1,20,689,660,920,jpg,named/0650_Bulbasaur_MEG_1.jpg,by_id/650.jpg
651,Ivysaur,MEG,2,20,690,660,920,jpg,named/0651_Ivysaur_MEG_2.jpg,by_id/651.jpg
652,Mega Venusaur ex,MEG,3,20,691,660,920,jpg,named/0652_Mega_Venusaur_ex_MEG_3.jpg,by_id/652.jpg
653,Exeggcute,MEG,4,20,692,660,920,jpg,named/0653_Exeggcute_MEG_4.jpg,by_id/653.jpg
654,Exeggutor,MEG,5,20,693,660,920,jpg,named/0654_Exeggutor_MEG_5.jpg,by_id/654.jpg
655,Celebi,MEG,12,20,694,660,920,jpg,named/0655_Celebi_MEG_12.jpg,by_id/655.jpg
656,Seedot,MEG,13,20,695,660,920,jpg,named/0656_Seedot_MEG_13.jpg,by_id/656.jpg
657,Nuzleaf,MEG,14,20,696,660,920,jpg,named/0657_Nuzleaf_MEG_14.jpg,by_id/657.jpg
658,Shiftry,MEG,15,20,697,660,920,jpg,named/0658_Shiftry_MEG_15.jpg,by_id/658.jpg
659,Vulpix,MEG,19,20,698,660,920,jpg,named/0659_Vulpix_MEG_19.jpg,by_id/659.jpg
660,Ninetales,MEG,20,20,699,660,920,jpg,named/0660_Ninetales_MEG_20.jpg,by_id/660.jpg
661,Numel,MEG,21,21,700,660,920,jpg,named/0661_Numel_MEG_21.jpg,by_id/661.jpg
662,Mega Camerupt ex,MEG,22,21,701,660,920,jpg,named/0662_Mega_Camerupt_ex_MEG_22.jpg,by_id/662.jpg
663,Volcanion,MEG,25,21,702,660,920,jpg,named/0663_Volcanion_MEG_25.jpg,by_id/663.jpg
664,Scorbunny,MEG,26,21,703,660,920,jpg,named/0664_Scorbunny_MEG_26.jpg,by_id/664.jpg
665,Raboot,MEG,27,21,704,660,920,jpg,named/0665_Raboot_MEG_27.jpg,by_id/665.jpg
666,Cinderace,MEG,28,21,705,660,920,jpg,named/0666_Cinderace_MEG_28.jpg,by_id/666.jpg
667,Corphish,MEG,33,21,706,660,920,jpg,named/0667_Corphish_MEG_33.jpg,by_id/667.jpg
668,Gimmighoul,MEG,67,21,707,660,920,jpg,named/0668_Gimmighoul_MEG_67.jpg,by_id/668.jpg
669,Sandshrew,MEG,68,21,708,660,920,jpg,named/0669_Sandshrew_MEG_68.jpg,by_id/669.jpg
670,Sandslash,MEG,69,21,709,660,920,jpg,named/0670_Sandslash_MEG_69.jpg,by_id/670.jpg
671,Onix,MEG,70,21,710,660,920,jpg,named/0671_Onix_MEG_70.jpg,by_id/671.jpg
672,Tyrogue,MEG,71,21,711,660,920,jpg,named/0672_Tyrogue_MEG_71.jpg,by_id/672.jpg
673,Makuhita,MEG,72,21,712,660,920,jpg,named/0673_Makuhita_MEG_72.jpg,by_id/673.jpg
674,Hariyama,MEG,73,21,713,660,920,jpg,named/0674_Hariyama_MEG_73.jpg,by_id/674.jpg
675,Lunatone,MEG,74,21,714,660,920,jpg,named/0675_Lunatone_MEG_74.jpg,by_id/675.jpg
676,Solrock,MEG,75,21,715,660,920,jpg,named/0676_Solrock_MEG_75.jpg,by_id/676.jpg
677,Riolu,MEG,76,21,716,660,920,jpg,named/0677_Riolu_MEG_76.jpg,by_id/677.jpg
678,Mega Lucario ex,MEG,77,21,717,660,920,jpg,named/0678_Mega_Lucario_ex_MEG_77.jpg,by_id/678.jpg
679,Croagunk,MEG,78,21,718,660,920,jpg,named/0679_Croagunk_MEG_78.jpg,by_id/679.jpg
680,Toxicroak,MEG,79,21,719,660,920,jpg,named/0680_Toxicroak_MEG_79.jpg,by_id/680.jpg
681,Marshadow,MEG,80,21,720,660,920,jpg,named/0681_Marshadow_MEG_80.jpg,by_id/681.jpg
682,Stonjourner,MEG,81,21,721,660,920,jpg,named/0682_Stonjourner_MEG_81.jpg,by_id/682.jpg
683,Nacli,MEG,82,21,722,660,920,jpg,named/0683_Nacli_MEG_82.jpg,by_id/683.jpg
684,Naclstack,MEG,83,21,723,660,920,jpg,named/0684_Naclstack_MEG_83.jpg,by_id/684.jpg
685,Garganacl,MEG,84,21,724,660,920,jpg,named/0685_Garganacl_MEG_84.jpg,by_id/685.jpg
686,Crawdaunt,MEG,85,21,725,660,920,jpg,named/0686_Crawdaunt_MEG_85.jpg,by_id/686.jpg
687,Mega Absol ex,MEG,86,21,726,660,920,jpg,named/0687_Mega_Absol_ex_MEG_86.jpg,by_id/687.jpg
688,Spiritomb,MEG,87,21,727,660,920,jpg,named/0688_Spiritomb_MEG_87.jpg,by_id/688.jpg
689,Yveltal,MEG,88,21,728,660,920,jpg,named/0689_Yveltal_MEG_88.jpg,by_id/689.jpg
690,Nickit,MEG,89,21,729,660,920,jpg,named/0690_Nickit_MEG_89.jpg,by_id/690.jpg
691,Thievul,MEG,90,21,730,660,920,jpg,named/0691_Thievul_MEG_90.jpg,by_id/691.jpg
692,Shroodle,MEG,91,21,731,660,920,jpg,named/0692_Shroodle_MEG_91.jpg,by_id/692.jpg
693,Grafaiai,MEG,92,21,732,660,920,jpg,named/0693_Grafaiai_MEG_92.jpg,by_id/693.jpg
